Acceleration,Temperature,Speed,Voltage,Current
3e800100,41a66667,00000000,00000000,3f5e7a58
bf120000,41a66667,00000000,00000000,3f87c167
3f9e013c,41a66667,00000000,00000000,3f992540
3f838107,41a66667,00000000,00000000,3fa65778
beda0000,41a44444,00000000,00000000,3fb04dc3
3f2e015c,41a66667,00000000,00000000,3fb86ace
3e140128,41a44444,00000000,00000000,3fbf0281
bf420000,41a66667,00000000,00000000,3fc4a323
bf450000,41a66667,00000000,00000000,3fc936ae
bf750000,41a66667,00000000,00000000,3fcd1ce6
3e3c0178,41a66667,00000000,00000000,3fd0792b
bf680000,41a66667,00000000,00000000,3fd365e8
bf480000,41a66667,00000000,00000000,3fd634ae
bf900000,41a66667,00000000,00000000,3fd8b0cd
befa0000,41a44444,00000000,00000000,3fda9505
bfbf0000,41a66667,00000000,00000000,3fdc46c7
bf7e0000,41a5ddde,00000000,00000000,3fddff40
bf5f0000,41a44444,00000000,00000000,3fdf5ea9
bf898000,41a44444,00000000,00000000,3fe0cba3
bfbd8000,41a44444,00000000,00000000,3fe22ed3
bfa08000,41a66667,00000000,00000000,3fe37494
bf880000,41a44444,00000000,00000000,3fe48c42
3fff01fe,41a44444,00000000,00000000,3fe58e67
3f840108,41a44444,00000000,00000000,3fe66ab5
3fff01fe,41a66667,00000000,00000000,3fe74932
bf8f0000,41a44444,00000000,00000000,3fe829b1
3fff01fe,41a44444,00000000,00000000,3fe8d971
bfff0000,41a44444,00000000,00000000,3fe97dbb
bfff0000,41a44444,00000000,00000000,3fea2778
be900000,41a44444,00000000,00000000,3feac6d3
3e6801d0,41a44444,00000000,00000000,3feb4dc8
3ea20144,41a44444,00000000,00000000,3febdb6d
3ea00140,41a44444,00000000,00000000,3fec52fe
3e940128,41a44444,00000000,00000000,3fecd1bc
3e900120,41a44444,00000000,00000000,3fed218c
3e8a0114,41a44444,00000000,00000000,3fed944f
3e8e011c,41a44444,00000000,00000000,3fee0141
3e880110,41a44444,00000000,00000000,3fee4ff5
3e920124,41a44444,00000000,00000000,3feeb317
3e8c0118,41a44444,00000000,00000000,3fef05b0
3e8e011c,41a44444,00000000,00000000,3fef6ba4
3fa20144,41a44444,00000000,00000000,3fefcd04
3ff381e7,41a44444,00000000,00000000,3ff03536
3f140128,41a44444,00000000,00000000,3ff0784f
3e7001e0,41a44444,00000000,00000000,3ff0c332
3d7001e0,41a44444,00000000,00000000,3ff10af8
3e9a0134,41a44444,00000000,00000000,3ff13b5a
3e920124,41a44444,00000000,00000000,3ff173d0
be8a0000,41a44444,00000000,00000000,3ff1aa0c
be880000,41a44444,00000000,00000000,3ff1de2f
bf440000,41a44444,00000000,00000000,3ff206dd
bf6f0000,41a44444,00000000,00000000,3ff22e05
bdf00000,41a44444,00000000,00000000,3ff25cdf
bf5a0000,41a44444,00000000,00000000,3ff2810f
3f6501ca,41a44444,00000000,00000000,3ff2acc8
