Acceleration,Temperature,Speed,Voltage,Current
bf260000,41af7778,00000000,3ef26d72,3fefe8ae
3f410182,41af7778,00000000,3ef25e67,3ff2c432
beac0000,41a99999,00000000,3ef3dbce,3ff583a6
bee00000,41a99999,00000000,3ef52e8d,3ff7f1dc
3d300160,41a99999,00000000,3ef39b36,3ffa005e
3f2f015e,41a99999,00000000,3ef45f91,3ffc0c6d
3e800100,41a99999,00000000,3ef227a8,3ffdcbaf
3e200140,41a99999,00000000,3ef1ba37,3fff30f1
3e100120,41a99999,3e54d583,3ef27a2e,40002f76
3e1c0138,41a99999,409df538,3ef32a07,4000c42f
3e1c0138,41a99999,40974d67,3ef318c4,40016be5
3e1c0138,41a6eeef,4090cb73,3ef25cdd,4001f214
3e1c0138,41a6eeef,408a1ca5,3ef201c5,40027798
3e140128,41a6eeef,408336f7,3ef15d66,4002e9d6
3e0c0118,41a6eeef,4078817d,3ef1f8ca,400353dc
3e1c0138,41a6eeef,406a3092,3ef11521,4003adc9
3e140128,41a6eeef,406a3092,3ef0402d,40041286
3e140128,41a6eeef,405b6760,3ef09038,40048112
3e140128,41a44444,404c0768,3eefcc37,4004d0e6
3e280150,41a44444,404c0768,3eeed1f1,40051420
3e140128,41a44444,403bd780,3eeda5f7,400569c1
3e180130,41a44444,402adc2d,3eed8385,40059d60
3e140128,41a44444,402adc2d,3eed9f80,4005e345
3e100120,41a44444,40187af0,3eedb9fe,40062557
3e180130,41a44444,40187af0,3eec7aa9,4006567a
3e180130,41a19999,40046ca7,3eec2b38,40068b93
