Acceleration,Temperature,Speed,Voltage,Current
3e1c0138,41a19999,3fdb11b6,3eea4609,400758a6
3e1c0138,41a22223,3fdb11b6,3ee9a85a,400781a4
3e100120,41a19999,3fa29b72,3ee9731f,4007ae74
3e180130,41a19999,3fa29b72,3ee8e0a8,4007d3ba
3e0c0118,41a00000,3fa29b72,3ee82581,40080244
3e100120,41a19999,00000000,3ee6e85c,40082982
3e100120,41a19999,00000000,3ee6c59f,40084f1e
3e100120,41a22223,00000000,3ee6fc7d,40087852
3e140128,41a00000,00000000,3ee62da7,400890ce
3e140128,41a19999,00000000,3ee5bb7e,4008ad3f
3e180130,41a00000,00000000,3ee523dc,4008c3c0
3e140128,41a19999,00000000,3ee4bab0,4008de24
3e1c0138,41a19999,00000000,3ee404c9,4008f78d
3e1c0138,41a19999,00000000,3ee3cbeb,40091007
3e180130,41a19999,00000000,3ee36e25,40091ea0
3e140128,41a19999,00000000,3ee2545d,4009311f
3e140128,419f7777,00000000,3ee11e05,40094751
3e1c0138,41a19999,00000000,3ee085e1,40095cc1
3e140128,41a22223,00000000,3ee01725,40096d44
3e180130,41a11111,00000000,3edff3da,40097d3a
3e100120,41a19999,00000000,3edf6781,40099cf2
3e140128,41a19999,00000000,3ededf74,4009afa3
3e200140,41a00000,00000000,3ede16c9,4009c1bd
3e180130,41a19999,00000000,3edd97bf,4009d347
3e180130,41a19999,00000000,3edd3dd6,4009e447
3e100120,41a19999,00000000,3edc83c5,4009f88a
3e0c0118,41a19999,00000000,3edbae6e,400a010a
3e140128,41a19999,00000000,3edb1f13,400a1449
3e1c0138,41a00000,00000000,3eda5461,400a235d
3e100120,41a19999,00000000,3ed9ae59,400a3203
3e200140,41a11111,00000000,3ed8ede2,400a4749
3e100120,41a19999,00000000,3ed813f5,400a5508
3e140128,41a19999,00000000,3ed73f96,400a6941
3e180130,41a00000,00000000,3ed652cf,400a72ca
3e140128,41a19999,00000000,3ed5a6b7,400a78bb
3e0c0118,41a19999,00000000,3ed4a7ac,400a8bb0
3e100120,41a19999,00000000,3ed40500,400a9125
3e180130,41a19999,00000000,3ed32d6d,400aa34e
3e040108,419ccccd,00000000,3ed2af4f,400aaeaa
3e180130,41a19999,00000000,3ed1c505,400ab378
3e100120,419eeeef,00000000,3ed0e013,400abe58
3e180130,419d5555,00000000,3ed08876,400ac8f4
3e100120,419d5555,00000000,3ecf9162,400ad34e
3e100120,419eeeef,00000000,3eced506,400add69
3e100120,419d5555,00000000,3ece0272,400aea3b
3e140128,419d5555,00000000,3ecd9cf0,400af3d5
3e140128,419d5555,00000000,3ecd1fdd,400afd36
3e100120,419d5555,00000000,3ecc58cd,400b00a9
3e1c0138,419d5555,00000000,3ecc4742,400b09ae
3e100120,419d5555,00000000,3ecb86c1,400b127f
3e1c0138,419d5555,00000000,3eca9892,400b20a5
3e180130,419d5555,00000000,3ec99686,400b2bc1
3e180130,419d5555,00000000,3ec8e2af,400b33eb
3e000100,419d5555,00000000,3ec81a47,400b3be8
3e180130,419d5555,00000000,3ec725e3,400b3e6c
3e100120,419d5555,00000000,3ec63622,400b4622
3e140128,419d5555,00000000,3ec5efe0,400b4daf
3e180130,419d5555,00000000,3ec56509,400b5281
3e140128,419d5555,00000000,3ec50b27,400b59c6
3e140128,419d5555,00000000,3ec45769,400b636a
3e140128,419f7778,00000000,3ec3bdbc,400b71dc
3e200140,419d5555,00000000,3ec2ccd4,400b7b14
3e180130,419f7778,00000000,3ec20cdf,400b7f37
3e240148,419d5555,00000000,3ec1668b,400b8a8e
3e140128,419d5555,00000000,3ec10539,400b9346
3e100120,419d5555,00000000,3ec04e7b,400b94ad
3e180130,419d5555,00000000,3ec0326d,400b9ac6
3e1c0138,419d5555,00000000,3ebfabb7,400b9e6b
3e180130,419eeeef,00000000,3ebefcdc,400b9d5b
3e180130,419d5555,00000000,3ebe904d,400ba334
3e140128,419d5555,00000000,3ebe3a98,400ba464
3e100120,419d5555,00000000,3ebda824,400ba7d0
3e180130,419d5555,00000000,3ebceef6,400bab2c
3e1c0138,419d5555,00000000,3ebc762a,400bac42
3e100120,419d5555,00000000,3ebbff68,400bb3e9
3e140128,419d5555,00000000,3ebb9ec9,400bb713
3e180130,419d5555,00000000,3ebb17d4,400bbc58
3e140128,419d5555,00000000,3eba43b7,400bbf61
3e080110,419d5555,3d68b122,3f503d88,400be015
3e100120,419d5555,408f1069,3fd47398,400bf9fe
3e100120,419d5555,408830f5,4045b3b0,400cb952
3e140128,419d5555,40815310,40aee94a,400d9d35
3e1c0138,419d5555,40815310,4113b961,400e6445
3e140128,419d5555,40748e8b,416cede8,400f1832
3e180130,419d5555,4065f0d9,41acd697,400f1e80
3e140128,419d5555,40573d43,41e7728a,400f3a7d
3e1c0138,419d5555,40573d43,420a258e,400f3c10
3e180130,419d5555,40573d43,421175ac,400f4ec9
3e200140,419d5555,00000000,420f5c8b,400f3ad5
3e180130,419d5555,00000000,42076111,400f6060
3e100120,419d5555,00000000,41f342c9,400f65cb
3e180130,419d5555,00000000,41cbbca7,400f66f0
3e080110,419d5555,00000000,41a61af7,400f6a23
3e100120,419d5555,00000000,4185f9c1,400f692c
3e140128,419d5555,00000000,4158e429,400f6a43
3e0c0118,419d5555,00000000,4131f0cd,400f674a
3e1c0138,419d5555,00000000,41147995,400f6860
3e140128,419d5555,00000000,40fc8661,400f6972
3e1c0138,419d5555,00000000,40dae7c0,400f668d
3e040108,419d5555,00000000,40c1011e,400f63b3
3e180130,419d5555,3e95afaa,40ac9fce,400f5d02
3e1c0138,419d5555,40867db1,409ca713,400f566b
3e140128,419d5555,407ef9ce,408fe775,400f53c2
3e100120,419d5555,4070bb39,40854892,400f4d56
3e140128,419d5555,40621490,40797f9e,400f48e6
3e180130,419d5555,40621490,406aefc8,400f4667
3e140128,419d5555,405305e7,405e0aa0,400f43f1
3e140128,419d5555,404355c5,405382dc,400f4185
3e100120,419d5555,404355c5,404a02b4,400f3d4c
3e140128,419d5555,40328112,4041efba,400f3af5
3e140128,419d5555,4020e835,403af6e2,400f36d8
3e0c0118,419d5555,4020e835,4034aef1,400f3496
3e000100,41a4cccd,400da739,402f32c9,400f325c
3e100120,41b6eeef,400da739,402a6380,400f31ef
3e040108,41c2aaab,400da739,4026f2e1,400f3508
3e180130,41c88888,3ff07671,4023ee7f,400f3b93
3e140128,41c88888,3ff07671,402137a0,400f457f
3e140128,41cb3333,3ff07671,401e888d,400f4d91
3e100120,41c2aaab,3fbde955,401c89bd,400f5588
3e100120,41bb3333,3fbde955,40199b50,400f532c
3e140128,41b88888,3fbde955,4016a8ab,400f543b
3e140128,41b5dddd,00000000,40140a79,400f51ea
3e1c0138,41b5dddd,3f6d6a5d,4011abcb,400f4fa1
3e180130,41b5dddd,3f6d6a5d,400f921c,400f4d60
3e140128,41b6eeef,3f6d6a5d,400d4328,400f4b26
3e100120,41b4cccd,00000000,400b3e9b,400f4c3a
3e1c0138,41b4cccd,00000000,40095232,400f4a0a
3e140128,41b4cccd,00000000,40077b9f,400f47e1
3e140128,41b22223,00000000,4005ae86,400f4424
3e080110,41b22223,00000000,4003e9e8,400f43a4
3e140128,41b22223,00000000,40025421,400f4326
3e100120,41b22223,00000000,40010fd4,400f4116
3e1c0138,41a91111,00000000,3fff9837,400f3f0d
3e000100,41a91111,00000000,3ffd6c8f,400f3e99
3e140128,41a91111,00000000,3ffb07bf,400f3983
3e140128,41a91111,00000000,3ff8e6ef,400f3790
3e140128,41a91111,00000000,3ff6c17c,400f372a
3e0c0118,41a6eeef,00000000,3ff49784,400f3540
3e080110,41a6eeef,00000000,3ff2898e,400f37e4
3e1c0138,41a6eeef,00000000,3ff085c9,400f347f
3e140128,41a6eeef,00000000,3fee8b6b,400f32a2
3e100120,41a6eeef,00000000,3fecb83d,400f33c2
3e140128,41a6eeef,00000000,3feadcf2,400f31ec
3e100120,41a6eeef,00000000,3fe9348e,400f3193
3e100120,41a6eeef,00000000,3fe79f47,400f32b0
3e080110,41a6eeef,00000000,3fe65471,400f30e4
3e100120,41a44444,00000000,3fe5184e,400f31ff
3e100120,41a44444,00000000,3fe39869,400f31a8
3e140128,41a19999,00000000,3fe26b34,400f3152
3e140128,41a19999,00000000,3fe10911,400f3267
3e140128,41a19999,00000000,3fdfe8b1,400f2f40
3e140128,41a19999,00000000,3fde949d,400f3055
3e1c0138,41a19999,00000000,3fdd8bfb,400f2e9e
3e100120,41a19999,00000000,3fdc442c,400f2cec
3e140128,41a19999,00000000,3fdb2cbe,400f2c9f
3e100120,41a19999,00000000,3fda1fbd,400f2af5
3e140128,41a19999,00000000,3fd92851,400f294f
3e140128,41a19999,00000000,3fd8456e,400f27ae
3e140128,41a19999,00000000,3fd748c2,400f276b
3e180130,41a19999,00000000,3fd63e96,400f2880
3e100120,41a19999,00000000,3fd53d75,400f2591
3e180130,41a19999,00000000,3fd48614,400f2552
3e140128,41a19999,00000000,3fd3aa47,400f23c1
3e100120,41a19999,00000000,3fd2cb35,400f2235
